subject_id	predicate_id	source_language	source_value	translation_language	translation_value	translator	translator_expertise	translation_date	translation_provider	translation_status	comment	synonym_type	status_history	source	source_version	type
SYMP:0000868	IAO:0000115	en	A respiratory abnormality that is characterized by a shortness of breath, a hard or uncomfortable intake of air, or the feeling that you're not getting enough air.	es	Una anomalía respiratoria que se caracteriza por una respiración entrecortada, una toma de aire dura o incómoda o la sensación de que no está recibiendo suficiente aire.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0000869	IAO:0000115	en	A congestion that is characterized by a blockage of the nasal passages, usually due to the membranes lining the nose becoming swollen from inflamed blood vessels.	es	Una congestión que se caracteriza por una obstrucción de las fosas nasales, normalmente debida a que las membranas que recubren la nariz se hinchan por la inflamación de los vasos sanguíneos.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0000870	IAO:0000115	en	Icteric eyes is a eye symptom characterized by yellowed eyes due to bile or bilirubin accumulation.	es	Los ojos ictéricos son un síntoma ocular caracterizado por ojos amarillentos debido a la acumulación de bilis o bilirrubina.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0000871	IAO:0000115	en	A skin and integumentary tissue symptom that is characterized by yellowed mucous membranes due to bile or bilirubin accumulation.	es	Un síntoma de la piel y los tejidos tegumentarios que se caracteriza por el amarilleamiento de las membranas mucosas debido a la acumulación de bilis o bilirrubina.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0000872	IAO:0000115	en	A skin and integumentary tissue symptom that is characterized by yellowed skin due to bile or bilirubin accumulation.	es	Un síntoma de la piel y los tejidos tegumentarios que se caracteriza por una piel amarillenta debido a la acumulación de bilis o bilirrubina.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0000873	IAO:0000115	en	Otitis is a ear symptom characterized as a general term for inflammation or infection of the ear, in both humans and other animals.	es	La otitis es un síntoma del oído caracterizado como un término general para la inflamación o infección del oído, tanto en humanos como en otros animales.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0000874	IAO:0000115	en	A skin and integumentary tissue symptom that is characterized by a mass of usually clotted blood that forms in a tissue, organ, or body space as a result of a broken blood vessel generally the result of hemorrhage, or more specifically, internal bleeding.	es	Es un síntoma de la piel y los tejidos tegumentarios que se caracteriza por una masa de sangre generalmente coagulada que se forma en un tejido, órgano o espacio corporal como consecuencia de la rotura de un vaso sanguíneo generalmente resultado de una hemorragia o, más concretamente, de una hemorragia interna.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0000875	IAO:0000115	en	Lameness is a musculoskeletal system symptom where a person is physically disabled as the result of having a body part and especially a limb so disabled as to impair freedom of movement.	es	La cojera es un síntoma del sistema musculoesquelético en el que una persona está físicamente incapacitada como resultado de tener una parte del cuerpo y especialmente una extremidad tan incapacitada que le impide la libertad de movimiento.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0000876	IAO:0000115	en	Pericardial effusion is a cardiovascular system symptom where there is an abnormal accumulation of fluid in the pericardial cavity.	es	El derrame pericárdico es un síntoma del sistema cardiovascular en el que se produce una acumulación anormal de líquido en la cavidad pericárdica.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0000878	IAO:0000115	en	A fever that is characterized by a rise of body temperature above the normal that is sustained for only a short period of time.	es	Una fiebre que se caracteriza por un aumento de la temperatura corporal por encima de lo normal que se mantiene sólo durante un breve periodo de tiempo.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0000879	IAO:0000115	en	A mild fever that is characterized by a fever that does not exceed 38.5 degrees Celsius (101.3 degrees Fahrenheit).	es	Una fiebre leve que se caracteriza por una fiebre que no supera los 38.5 grados centígrados (101.3 grados Fahrenheit).	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0000880	IAO:0000115	en	A fever that is characterized by as  persisting over a prolonged period of time.	es	Una fiebre que se caracteriza por ser persistente durante un periodo de tiempo prolongado.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0000881	IAO:0000115	en	A fever that is characterized by being mild in form.	es	Una fiebre que se caracteriza por ser de forma leve.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0000882	IAO:0000115	en	A fever that is characterized by an elevated temperature.	es	Una fiebre que se caracteriza por una temperatura elevada.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0000883	IAO:0000115	en	A high fever that is characterized by extremely high temperatures.	es	Fiebre alta que se caracteriza por temperaturas extremadamente elevadas.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0000886	IAO:0000115	en	A fever that is characterized by an extreme elevation of body temperature greater than, or equal to, 41.5 degrees Celsius (106.7 degrees Fahrenheit).	es	Una fiebre que se caracteriza por una elevación extrema de la temperatura corporal superior o igual a 41.5 grados Celsius (106.7 grados Fahrenheit).	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0000887	IAO:0000115	en	A fever that is characterized by association with Hodgkin's lymphoma, where the fever alternates weekly from high to low.	es	Una fiebre que se caracteriza por la asociación con el linfoma de Hodgkin, en el que la fiebre alterna semanalmente de alta a baja.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0000888	IAO:0000115	en	A fever that is characterized by a temperature remaining above normal throughout the day and which does not fluctuate more than 1 degree Celsius in 24 hours.	es	Una fiebre que se caracteriza por una temperatura que se mantiene por encima de lo normal a lo largo del día y que no fluctúa más de 1 grado centígrado en 24 horas.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0000889	IAO:0000115	en	A fever that is characterized by a fever where the temperature remains above normal throughout the day and fluctuates more than 1 degree Celsius in 24 hours.	es	Una fiebre que se caracteriza por una temperatura que permanece por encima de lo normal a lo largo del día y que fluctúa más de 1 grado centígrado en 24 horas.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0000890	IAO:0000115	en	A fever that is characterized by  body temperature periodically rising and falling.	es	Fiebre que se caracteriza porque la temperatura corporal sube y baja periódicamente.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0000892	IAO:0000115	en	A nervous system symptom that is characterized by interpretation of the information perceived by sensory receptors.	es	Síntoma del sistema nervioso que se caracteriza por la interpretación de la información percibida por los receptores sensoriales.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0000893	IAO:0000115	en	A low blood pressure characterized by or due to abnormally low blood pressure, especially in the arteries of the systemic circulation.	es	Una presión arterial baja caracterizada por o debida a una presión arterial anormalmente baja, especialmente en las arterias de la circulación sistémica.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0000894	IAO:0000115	en	A skin and integumentary tissue symptom that is characterized by cold, moist and sticky skin.	es	Un síntoma cutáneo y del tejido tegumentario que se caracteriza por una piel fría, húmeda y pegajosa.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0000895	IAO:0000115	en	An acute allergic reaction to an antigen to which the body has become hypersensitive.	es	Una reacción alérgica aguda a un antígeno al que el organismo se ha vuelto hipersensible.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0000896	IAO:0000115	en	An abnormal protrusion or displacement of an eye or other body part.	es	Una protrusión o desplazamiento anormal de un ojo u otra parte del cuerpo.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0000897	IAO:0000115	en	A bradycardia associated with the generation of impules in the ventricles when impules from the atria fail to reach them, characterized by an electrocardiogram showing a heart rate below 50 BPM and a broad QRS complex.	es	Una bradicardia asociada a la generación de impulsos en los ventrículos cuando los impulsos de las aurículas no llegan a ellos, caracterizada por un electrocardiograma que muestra una frecuencia cardiaca inferior a 50 BPM y un amplio complejo QRS.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0000898	IAO:0000115	en	An arrhythmia characterized by rapid, irregular, and unsynchronized contraction of muscle fibers within the heart.	es	Una arritmia caracterizada por una contracción rápida, irregular y no sincronizada de las fibras musculares del corazón.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0000899	IAO:0000115	en	A cardiac fibrillation associated with quivering of the lower chambers of the heart, preventing blood from being pumped and causing cardiac arrest.	es	Una fibrilación cardiaca asociada al temblor de las cavidades inferiores del corazón, que impide el bombeo de sangre y provoca un paro cardiaco.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0000900	IAO:0000115	en	An immune system symptom that is characterized by sensitivities to substances called allergens.	es	Un síntoma del sistema inmunitario que se caracteriza por la sensibilidad a sustancias denominadas alérgenos.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0019145	IAO:0000115	en	Vomiting is a digestive system symptom characterized by throwing up the stomach contents.	es	El vómito es un síntoma del aparato digestivo caracterizado por la expulsión del contenido del estómago.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0019147	IAO:0000115	en	A vomiting where there is vomiting of blood.	es	Un vómito en el que hay vómitos de sangre.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0019151	IAO:0000115	en	A respiratory system and chest symptom that is characterized by an abnormal accumulation of fluid in the lungs.	es	Un síntoma del sistema respiratorio y el tórax que se caracteriza por una acumulación anormal de líquido en los pulmones.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0019152	IAO:0000115	en	A sweat that is characterized by excessive sweating commonly associated with shock and other medical emergency conditions.	es	Una sudoración que se caracteriza por una transpiración excesiva comúnmente asociada con el shock y otras condiciones de emergencia médica.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0019153	IAO:0000115	en	A respiratory abnormality that is characterized by difficult or labored respiration.	es	Una anomalía respiratoria que se caracteriza por una respiración difícil o trabajosa.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0019154	IAO:0000115	en	A respiratory abnormality that is characterized by inflammation of the mediastinum (the chest cavity, which contains the heart, the thymus gland, some lymph nodes, and parts of the esophagus, aorta, thyroid, and parathyroid glands) as the result of bleeding.	es	Una anomalía respiratoria que se caracteriza por la inflamación del mediastino (la cavidad torácica, que contiene el corazón, la glándula timo, algunos ganglios linfáticos y partes del esófago, la aorta, la tiroides y las glándulas paratiroides) como consecuencia de una hemorragia.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0019158	IAO:0000115	en	A skin and integumentary tissue symptom that is characterized by a scab formed especially after a burn.	es	Un síntoma de la piel y los tejidos tegumentarios que se caracteriza por una costra formada especialmente tras una quemadura.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0019160	IAO:0000115	en	A skin and integumentary tissue symptom that is characterized by a localized swelling and inflammation of the skin resulting from usually bacterial infection of a hair follicle and adjacent tissue, having a hard central core, and forming pus.	es	Un síntoma de la piel y los tejidos tegumentarios que se caracteriza por una hinchazón e inflamación localizadas de la piel como consecuencia de una infección, generalmente bacteriana, de un folículo piloso y el tejido adyacente, que tiene un núcleo central duro y forma pus.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0019161	IAO:0000115	en	A pain that is characterized by a pain in one or more muscles.	es	Un dolor que se caracteriza por un dolor en uno o más músculos.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0019167	IAO:0000115	en	A skin and integumentary tissue symptom that is characterized by a small circumscribed elevation of the skin containing pus and having an inflamed base.	es	Síntoma de la piel y los tejidos tegumentarios que se caracteriza por una pequeña elevación circunscrita de la piel que contiene pus y tiene una base inflamada.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0019169	IAO:0000115	en	Arthritis is a musculoskeletal system symptom characterized as an inflammation of joints due to infectious, metabolic, or constitutional causes.	es	La artritis es un síntoma del sistema musculoesquelético que se caracteriza por una inflamación de las articulaciones debida a causas infecciosas, metabólicas o constitucionales.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0019171	IAO:0000115	en	A nervous system symptom that is characterized by an inflammation of the vertebrae.	es	Un síntoma del sistema nervioso que se caracteriza por una inflamación de las vértebras.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0019173	IAO:0000115	en	A nervous system symptom that is characterized by an inflammation of the meninges and especially of the pia mater and the arachnoid.	es	Un síntoma del sistema nervioso que se caracteriza por una inflamación de las meninges y especialmente de la piamadre y la aracnoides.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0019175	IAO:0000115	en	A skin and integumentary tissue symptom that is characterized by the excretion of moisture in visible quantities through the opening of the sweat glands.	es	Síntoma cutáneo y de los tejidos tegumentarios que se caracteriza por la excreción de humedad en cantidades visibles a través de la abertura de las glándulas sudoríparas.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0019176	IAO:0000115	en	A neurological and physiological symptom that is characterized by an indefinite feeling of debility or lack of health, often indicative of or accompanying the onset of an illness.	es	Síntoma neurológico y fisiológico que se caracteriza por una sensación indefinida de debilidad o falta de salud, a menudo indicativa de una enfermedad o que acompaña a su aparición.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0019177	IAO:0000115	en	A neurological and physiological symptom that is characterized by a weariness or exhaustion from labor, exertion, or stress.	es	Síntoma neurológico y fisiológico que se caracteriza por un cansancio o agotamiento por el trabajo, el esfuerzo o el estrés.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0019178	IAO:0000115	en	A skin and integumentary tissue symptom that is characterized by regions of cell death to living tissue in an organ, which has suffered damage through injury or disease, such as a wound, ulcer, abscess, or tumor.	es	Un síntoma cutáneo y del tejido tegumentario que se caracteriza por regiones de muerte celular en el tejido vivo de un órgano, que ha sufrido daños por lesión o enfermedad, como una herida, úlcera, absceso o tumor.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0019179	IAO:0000115	en	A  balance symptom that is characterized by a condition of being dizzy or on the verge of fainting, particularly when one arises to a standing position. Lightheadedness is a predictable consequence of any medication tending to lower blood pressure.	es	Síntoma del equilibrio que se caracteriza por un estado de mareo o al borde del desmayo, sobre todo cuando uno se levanta a una posición de pie. El mareo es una consecuencia previsible de cualquier medicamento que tienda a bajar la tensión arterial.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0019180	IAO:0000115	en	Constipation is a feces and droppings symptom involving the abnormally delayed or infrequent passage of dry hardened feces. Constipation may be categorized into three subtypes: normal-transit, slow-transit, and pelvic floor dysfunction.	es	El estreñimiento es un síntoma de las heces y los excrementos que consiste en el paso anormalmente retardado o infrecuente de heces secas y endurecidas. El estreñimiento puede clasificarse en tres subtipos: de tránsito normal, de tránsito lento y por disfunción del suelo pélvico.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
SYMP:0019182	IAO:0000115	en	A nervous system symptom that is characterized by an involvement, or relation to, or emphasizes behavior.	es	Un síntoma del sistema nervioso que se caracteriza por una implicación, relación o énfasis en el comportamiento.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)	NA	NA	http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition
