subject_id	predicate_id	source_language	source_value	translation_language	translation_value	translator	translator_expertise	translation_date	translation_provider	translation_status	comment	synonym_type	status_history	source	source_version	type	backtranslation	backtranslator	backtranslation_date	triager_id	translation_confidence	confidence_details	reviewer	reviewer_expertise
SYMP:0000064	rdfs:label	en	joint pain	es	dolor articular	Google Translate	ALGORITHM	2026-02-14		CANDIDATE										107aafbeb635df4				
SYMP:0000066	rdfs:label	en	keratotic nodules of the skin	es	nódulos queratósicos de la piel	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	AUTO_APPROVED	certified by Salvador G. Ordorica (ATA #267262)			http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	label	keratotic nodules of the skin	Google Translate	2026-02-14	fbf62293c2e1948	1	"- combine_method: mean
- method: translation-comparison
  vs_triager_id: 7a5e0c56d14a32b
  diff: exact
  score: 1.0
- method: backtranslation-comparison
  diff: exact
  score: 1.0
"	triager	ALGORITHM
SYMP:0000066	rdfs:label	en	keratotic nodules of the skin	es	nódulos queratósicos de la piel	Google Translate	ALGORITHM	2026-02-14		CANDIDATE										7a5e0c56d14a32b				
SYMP:0000068	rdfs:label	en	laryngitis	es	laringitis	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	AUTO_APPROVED	certified by Salvador G. Ordorica (ATA #267262)			http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	label	laryngitis	Google Translate	2026-02-14	e3eb56df1b3606e	1	"- combine_method: mean
- method: translation-comparison
  vs_triager_id: 85f34181aeb7997
  diff: exact
  score: 1.0
- method: backtranslation-comparison
  diff: exact
  score: 1.0
"	triager	ALGORITHM
SYMP:0000068	rdfs:label	en	laryngitis	es	laringitis	Google Translate	ALGORITHM	2026-02-14		CANDIDATE										85f34181aeb7997				
SYMP:0000069	oboInOwl:hasExactSynonym	en	larynx and trachea inflammation	es	inflamación de la laringe y la tráquea	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	AUTO_APPROVED	certified by Salvador G. Ordorica (ATA #267262)			http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	syn	inflammation of the larynx and trachea	Google Translate	2026-02-14	4ae332acd0dd3fe	0.9	"- combine_method: mean
- method: translation-comparison
  vs_triager_id: 44a505fdfc97bdb
  diff: exact
  score: 1.0
- method: backtranslation-comparison
  diff: wordToken[100%]:stopwords
  score: 0.8
"	triager	ALGORITHM
SYMP:0000069	oboInOwl:hasExactSynonym	en	larynx and trachea inflammation	es	inflamación de la laringe y la tráquea	Google Translate	ALGORITHM	2026-02-14		CANDIDATE										44a505fdfc97bdb				
SYMP:0000069	rdfs:label	en	laryngotracheitis	es	laringotraqueitis	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	AUTO_APPROVED	certified by Salvador G. Ordorica (ATA #267262)			http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	label	laryngotracheitis	Google Translate	2026-02-14	39536663c52bd88	0.99	"- combine_method: mean
- method: translation-comparison
  vs_triager_id: 7250e9eb68b2048
  diff: chr:diacritic
  score: 0.98
- method: backtranslation-comparison
  diff: exact
  score: 1.0
"	triager	ALGORITHM
SYMP:0000069	rdfs:label	en	laryngotracheitis	es	laringotraqueítis	Google Translate	ALGORITHM	2026-02-14		CANDIDATE										7250e9eb68b2048				
SYMP:0000070	rdfs:label	en	lesions in myocardium	es	lesiones en el miocardio	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	AUTO_APPROVED	certified by Salvador G. Ordorica (ATA #267262)			http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	label	lesions in the myocardium	Google Translate	2026-02-14	f7d36519c676c28	0.9	"- combine_method: mean
- method: translation-comparison
  vs_triager_id: 12323e5cc71b1f4
  diff: exact
  score: 1.0
- method: backtranslation-comparison
  diff: wordToken[100%]:stopwords
  score: 0.8
"	triager	ALGORITHM
SYMP:0000070	rdfs:label	en	lesions in myocardium	es	lesiones en el miocardio	Google Translate	ALGORITHM	2026-02-14		CANDIDATE										12323e5cc71b1f4				
SYMP:0000075	IAO:0000115	en	A fatigue that is characterized by abnormal drowsiness.	es	Una fatiga que se caracteriza por una somnolencia anormal.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	AUTO_APPROVED	certified by Salvador G. Ordorica (ATA #267262)			http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition	Fatigue characterized by abnormal drowsiness.	Google Translate	2026-02-14	846913c266e894a	0.79	"- combine_method: mean
- method: translation-comparison
  vs_triager_id: bf9f8c6df7665b9
  diff: wordToken[100%]:stopwords
  score: 0.8
- method: backtranslation-comparison
  diff: chr:case;wordToken[100%]:stopwords
  score: 0.78
"	triager	ALGORITHM
SYMP:0000075	IAO:0000115	en	A fatigue that is characterized by abnormal drowsiness.	es	Una fatiga que se caracteriza por somnolencia anormal.	Google Translate	ALGORITHM	2026-02-14		CANDIDATE										bf9f8c6df7665b9				
SYMP:0000075	rdfs:label	en	lethargy	es	letargo	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	AUTO_APPROVED	certified by Salvador G. Ordorica (ATA #267262)			http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	label	lethargy	Google Translate	2026-02-14	35a8ef8967da7d9	1	"- combine_method: mean
- method: translation-comparison
  vs_triager_id: 2d284c278e7293c
  diff: exact
  score: 1.0
- method: backtranslation-comparison
  diff: exact
  score: 1.0
"	triager	ALGORITHM
SYMP:0000075	rdfs:label	en	lethargy	es	letargo	Google Translate	ALGORITHM	2026-02-14		CANDIDATE										2d284c278e7293c				
SYMP:0000076	oboInOwl:hasExactSynonym	en	languid	es	languidez	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)			http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	syn	languor	Google Translate	2026-02-14	d9c0d50f03555f8	0	"- combine_method: mean
- method: translation-comparison
  vs_triager_id: 781ff0dfbf12257
  diff: .na.character
  score: 0.0
- method: backtranslation-comparison
  diff: .na.character
  score: 0.0
"		
SYMP:0000076	oboInOwl:hasExactSynonym	en	languid	es	lánguido	Google Translate	ALGORITHM	2026-02-14		CANDIDATE										781ff0dfbf12257				
SYMP:0000076	rdfs:label	en	listlessness	es	apatía	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)			http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	label	apathy	Google Translate	2026-02-14	5e47ec0f1418ee1	0	"- combine_method: mean
- method: translation-comparison
  vs_triager_id: 6ddaf9fa5b6b1f2
  diff: .na.character
  score: 0.0
- method: backtranslation-comparison
  diff: .na.character
  score: 0.0
"		
SYMP:0000076	rdfs:label	en	listlessness	es	languidez	Google Translate	ALGORITHM	2026-02-14		CANDIDATE										6ddaf9fa5b6b1f2				
SYMP:0000079	IAO:0000115	en	A nervous system symptom that is characterized by the harmonious functioning of interrelated organs and body parts; in particular the working together of muscle groups in the execution of complicated movements.	es	Un síntoma del sistema nervioso que se caracteriza por el funcionamiento armonioso de órganos y partes del cuerpo interrelacionados; en particular, el trabajo conjunto de grupos musculares en la ejecución de movimientos complicados.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	AUTO_APPROVED	certified by Salvador G. Ordorica (ATA #267262)			http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition	A symptom of the nervous system characterized by the harmonious functioning of interrelated organs and body parts; in particular, the joint work of muscle groups in the execution of complicated movements.	Google Translate	2026-02-14	22cd5c483633c85	0.8347	"- combine_method: mean
- method: translation-comparison
  vs_triager_id: 9305430400b1f30
  diff: chr:punct
  score: 0.98
- method: backtranslation-comparison
  diff: chr:punct;wordToken[94.44%]:stemmed|stopwords
  score: 0.6894
"	triager	ALGORITHM
SYMP:0000079	IAO:0000115	en	A nervous system symptom that is characterized by the harmonious functioning of interrelated organs and body parts; in particular the working together of muscle groups in the execution of complicated movements.	es	Un síntoma del sistema nervioso que se caracteriza por el funcionamiento armonioso de órganos y partes del cuerpo interrelacionados; en particular el trabajo conjunto de grupos musculares en la ejecución de movimientos complicados.	Google Translate	ALGORITHM	2026-02-14		CANDIDATE										9305430400b1f30				
SYMP:0000079	rdfs:label	en	coordination symptom	es	síntoma de coordinación	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	AUTO_APPROVED	certified by Salvador G. Ordorica (ATA #267262)			http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	label	symptom of coordination	Google Translate	2026-02-14	c0d1145b018e6ce	0.9	"- combine_method: mean
- method: translation-comparison
  vs_triager_id: 81ee0465aa62699
  diff: exact
  score: 1.0
- method: backtranslation-comparison
  diff: wordToken[100%]:stopwords
  score: 0.8
"	triager	ALGORITHM
SYMP:0000079	rdfs:label	en	coordination symptom	es	síntoma de coordinación	Google Translate	ALGORITHM	2026-02-14		CANDIDATE										81ee0465aa62699				
SYMP:0000082	rdfs:label	en	lesions in lung	es	lesiones en pulmón	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	AUTO_APPROVED	certified by Salvador G. Ordorica (ATA #267262)			http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	label	lung lesions	Google Translate	2026-02-14	45af3f5544fa61e	0.8	"- combine_method: mean
- method: translation-comparison
  vs_triager_id: d7e73a68ebc0ace
  diff: wordToken[100%]:stopwords
  score: 0.8
- method: backtranslation-comparison
  diff: wordToken[100%]:stopwords
  score: 0.8
"	triager	ALGORITHM
SYMP:0000082	rdfs:label	en	lesions in lung	es	lesiones en el pulmón	Google Translate	ALGORITHM	2026-02-14		CANDIDATE										d7e73a68ebc0ace				
SYMP:0000083	rdfs:label	en	lymphangitis	es	linfangitis	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	AUTO_APPROVED	certified by Salvador G. Ordorica (ATA #267262)			http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	label	lymphangitis	Google Translate	2026-02-14	e15a2d36fd89fd7	1	"- combine_method: mean
- method: translation-comparison
  vs_triager_id: ffbc9fcd4c5a39f
  diff: exact
  score: 1.0
- method: backtranslation-comparison
  diff: exact
  score: 1.0
"	triager	ALGORITHM
SYMP:0000083	rdfs:label	en	lymphangitis	es	linfangitis	Google Translate	ALGORITHM	2026-02-14		CANDIDATE										ffbc9fcd4c5a39f				
SYMP:0000084	rdfs:label	en	lymphoblastoma	es	linfoblastoma	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	AUTO_APPROVED	certified by Salvador G. Ordorica (ATA #267262)			http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	label	lymphoblastoma	Google Translate	2026-02-14	4d7b4dae64e6086	1	"- combine_method: mean
- method: translation-comparison
  vs_triager_id: 2b426819c7ad540
  diff: exact
  score: 1.0
- method: backtranslation-comparison
  diff: exact
  score: 1.0
"	triager	ALGORITHM
SYMP:0000084	rdfs:label	en	lymphoblastoma	es	linfoblastoma	Google Translate	ALGORITHM	2026-02-14		CANDIDATE										2b426819c7ad540				
SYMP:0000086	rdfs:label	en	lymphopenia	es	linfopenia	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	AUTO_APPROVED	certified by Salvador G. Ordorica (ATA #267262)			http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	label	lymphopenia	Google Translate	2026-02-14	c92081447e0717e	1	"- combine_method: mean
- method: translation-comparison
  vs_triager_id: c679e1fbf019c5a
  diff: exact
  score: 1.0
- method: backtranslation-comparison
  diff: exact
  score: 1.0
"	triager	ALGORITHM
SYMP:0000086	rdfs:label	en	lymphopenia	es	linfopenia	Google Translate	ALGORITHM	2026-02-14		CANDIDATE										c679e1fbf019c5a				
SYMP:0000087	rdfs:label	en	massive hepatic necrosis	es	necrosis hepática masiva	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	AUTO_APPROVED	certified by Salvador G. Ordorica (ATA #267262)			http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	label	massive hepatic necrosis	Google Translate	2026-02-14	7d779c570f61c62	1	"- combine_method: mean
- method: translation-comparison
  vs_triager_id: a1c5f8bf992c408
  diff: exact
  score: 1.0
- method: backtranslation-comparison
  diff: exact
  score: 1.0
"	triager	ALGORITHM
SYMP:0000087	rdfs:label	en	massive hepatic necrosis	es	necrosis hepática masiva	Google Translate	ALGORITHM	2026-02-14		CANDIDATE										a1c5f8bf992c408				
SYMP:0000089	IAO:0000115	en	A nervous system symptom that is characterized by an inflammation of the brain and meninges.	es	Síntoma del sistema nervioso que se caracteriza por una inflamación del cerebro y las meninges.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	AUTO_APPROVED	certified by Salvador G. Ordorica (ATA #267262)			http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition	A symptom of the nervous system characterized by inflammation of the brain and meninges.	Google Translate	2026-02-14	733109c5b8318ca	0.79	"- combine_method: mean
- method: translation-comparison
  vs_triager_id: 4b15117b268352c
  diff: chr:case;wordToken[100%]:stopwords
  score: 0.78
- method: backtranslation-comparison
  diff: wordToken[100%]:stopwords
  score: 0.8
"	triager	ALGORITHM
SYMP:0000089	IAO:0000115	en	A nervous system symptom that is characterized by an inflammation of the brain and meninges.	es	Un síntoma del sistema nervioso que se caracteriza por una inflamación del cerebro y las meninges.	Google Translate	ALGORITHM	2026-02-14		CANDIDATE										4b15117b268352c				
SYMP:0000089	rdfs:label	en	meningoencephalitis	es	meningoencefalitis	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	AUTO_APPROVED	certified by Salvador G. Ordorica (ATA #267262)			http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	label	meningoencephalitis	Google Translate	2026-02-14	5c1f49c29e02b14	1	"- combine_method: mean
- method: translation-comparison
  vs_triager_id: a08a8b0b3936b96
  diff: exact
  score: 1.0
- method: backtranslation-comparison
  diff: exact
  score: 1.0
"	triager	ALGORITHM
SYMP:0000089	rdfs:label	en	meningoencephalitis	es	meningoencefalitis	Google Translate	ALGORITHM	2026-02-14		CANDIDATE										a08a8b0b3936b96				
SYMP:0000090	IAO:0000115	en	A nervous system symptom that is characterized by inflammation of the brain tissue, which is typically caused by a viral infection, but it may also be caused by bacterial or parasitic infections, cancer, or certain drugs or toxins.	es	Un síntoma del sistema nervioso que se caracteriza por una inflamación del tejido cerebral, que suele estar causada por una infección vírica, pero también puede estar causada por infecciones bacterianas o parasitarias, cáncer o determinados fármacos o toxinas.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)			http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition	A symptom of the nervous system characterized by inflammation of brain tissue, usually caused by a viral infection, but can also be caused by bacterial or parasitic infections, cancer, or certain drugs or toxins.	Google Translate	2026-02-14	fb19c13da6db219	0.6106	"- combine_method: mean
- method: translation-comparison
  vs_triager_id: eeece5444f7f345
  diff: chr:punct|diacritic;wordToken[72.73%]:stopwords
  score: 0.5527
- method: backtranslation-comparison
  diff: chr:punct;wordToken[85.71%]:stopwords
  score: 0.6685
"		
SYMP:0000090	IAO:0000115	en	A nervous system symptom that is characterized by inflammation of the brain tissue, which is typically caused by a viral infection, but it may also be caused by bacterial or parasitic infections, cancer, or certain drugs or toxins.	es	Un síntoma del sistema nervioso que se caracteriza por la inflamación del tejido cerebral, que generalmente es causada por una infección viral, pero también puede ser causada por infecciones bacterianas o parasitarias, cáncer o ciertos medicamentos o toxinas.	Google Translate	ALGORITHM	2026-02-14		CANDIDATE										eeece5444f7f345				
SYMP:0000090	rdfs:label	en	encephalitis	es	encefalitis	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	AUTO_APPROVED	certified by Salvador G. Ordorica (ATA #267262)			http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	label	encephalitis	Google Translate	2026-02-14	01532eb6e336f5c	1	"- combine_method: mean
- method: translation-comparison
  vs_triager_id: 3da872245cc815e
  diff: exact
  score: 1.0
- method: backtranslation-comparison
  diff: exact
  score: 1.0
"	triager	ALGORITHM
SYMP:0000090	rdfs:label	en	encephalitis	es	encefalitis	Google Translate	ALGORITHM	2026-02-14		CANDIDATE										3da872245cc815e				
SYMP:0000091	IAO:0000115	en	An encephalitis that is not intense (not severe).	es	Una encefalitis que no es intensa (no grave).	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	AUTO_APPROVED	certified by Salvador G. Ordorica (ATA #267262)			http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition	An encephalitis that is not severe (not serious).	Google Translate	2026-02-14	086d9e3eae60285	0.8332999999999999	"- combine_method: mean
- method: translation-comparison
  vs_triager_id: 31db11425e5b916
  diff: exact
  score: 1.0
- method: backtranslation-comparison
  diff: wordToken[83.33%]:stopwords
  score: 0.6666
"	triager	ALGORITHM
SYMP:0000091	IAO:0000115	en	An encephalitis that is not intense (not severe).	es	Una encefalitis que no es intensa (no grave).	Google Translate	ALGORITHM	2026-02-14		CANDIDATE										31db11425e5b916				
SYMP:0000091	rdfs:label	en	mild encephalitis	es	encefalitis leve	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	AUTO_APPROVED	certified by Salvador G. Ordorica (ATA #267262)			http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	label	mild encephalitis	Google Translate	2026-02-14	77dea4fca3ef02e	1	"- combine_method: mean
- method: translation-comparison
  vs_triager_id: b9b4dc3a9f42a98
  diff: exact
  score: 1.0
- method: backtranslation-comparison
  diff: exact
  score: 1.0
"	triager	ALGORITHM
SYMP:0000091	rdfs:label	en	mild encephalitis	es	encefalitis leve	Google Translate	ALGORITHM	2026-02-14		CANDIDATE										b9b4dc3a9f42a98				
SYMP:0000092	IAO:0000115	en	A skin and integumentary tissue symptom that is characterized by an abnormal change in structure of the skin that is especially circumscribed and well defined due to injury or disease.	es	Un síntoma cutáneo y del tejido tegumentario que se caracteriza por un cambio anormal en la estructura de la piel especialmente circunscrito y bien definido debido a una lesión o enfermedad.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	CANDIDATE	certified by Salvador G. Ordorica (ATA #267262)			http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition	A skin and integumentary tissue symptom characterized by an abnormal change in the structure of the skin, especially circumscribed and well-defined due to injury or disease.	Google Translate	2026-02-14	8a85d99cc7157d8	0.72805	"- combine_method: mean
- method: translation-comparison
  vs_triager_id: 8ec9e5a7fbc7e64
  diff: wordToken[94.12%]:stopwords
  score: 0.753
- method: backtranslation-comparison
  diff: wordToken[93.75%]:wpunct|stopwords
  score: 0.7031
"		
SYMP:0000092	IAO:0000115	en	A skin and integumentary tissue symptom that is characterized by an abnormal change in structure of the skin that is especially circumscribed and well defined due to injury or disease.	es	Un síntoma de la piel y del tejido tegumentario que se caracteriza por un cambio anormal en la estructura de la piel que es especialmente circunscrito y bien definido debido a una lesión o enfermedad.	Google Translate	ALGORITHM	2026-02-14		CANDIDATE										8ec9e5a7fbc7e64				
SYMP:0000092	rdfs:label	en	skin lesion	es	lesión cutánea	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	AUTO_APPROVED	certified by Salvador G. Ordorica (ATA #267262)			http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	label	skin lesion	Google Translate	2026-02-14	5fada7195c3ffff	1	"- combine_method: mean
- method: translation-comparison
  vs_triager_id: 9bc858ff9220b9d
  diff: exact
  score: 1.0
- method: backtranslation-comparison
  diff: exact
  score: 1.0
"	triager	ALGORITHM
SYMP:0000092	rdfs:label	en	skin lesion	es	lesión cutánea	Google Translate	ALGORITHM	2026-02-14		CANDIDATE										9bc858ff9220b9d				
SYMP:0000093	rdfs:label	en	muscle cramp	es	calambre muscular	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	AUTO_APPROVED	certified by Salvador G. Ordorica (ATA #267262)			http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	label	muscle cramp	Google Translate	2026-02-14	b6a069af24def63	1	"- combine_method: mean
- method: translation-comparison
  vs_triager_id: 331966e41058bd5
  diff: exact
  score: 1.0
- method: backtranslation-comparison
  diff: exact
  score: 1.0
"	triager	ALGORITHM
SYMP:0000093	rdfs:label	en	muscle cramp	es	calambre muscular	Google Translate	ALGORITHM	2026-02-14		CANDIDATE										331966e41058bd5				
SYMP:0000094	rdfs:label	en	muscle weakness	es	debilidad muscular	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	AUTO_APPROVED	certified by Salvador G. Ordorica (ATA #267262)			http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	label	muscle weakness	Google Translate	2026-02-14	7875fdfeaa6b5c6	1	"- combine_method: mean
- method: translation-comparison
  vs_triager_id: 337abf78358b3d6
  diff: exact
  score: 1.0
- method: backtranslation-comparison
  diff: exact
  score: 1.0
"	triager	ALGORITHM
SYMP:0000094	rdfs:label	en	muscle weakness	es	debilidad muscular	Google Translate	ALGORITHM	2026-02-14		CANDIDATE										337abf78358b3d6				
SYMP:0000095	rdfs:label	en	myocarditis	es	miocarditis	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	AUTO_APPROVED	certified by Salvador G. Ordorica (ATA #267262)			http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	label	myocarditis	Google Translate	2026-02-14	e2fd6c5dcd33b4f	1	"- combine_method: mean
- method: translation-comparison
  vs_triager_id: bc9f9f0e13ee827
  diff: exact
  score: 1.0
- method: backtranslation-comparison
  diff: exact
  score: 1.0
"	triager	ALGORITHM
SYMP:0000095	rdfs:label	en	myocarditis	es	miocarditis	Google Translate	ALGORITHM	2026-02-14		CANDIDATE										bc9f9f0e13ee827				
SYMP:0000098	IAO:0000115	en	A urinary system symptom that is characterized by the acute or chronic inflammation of the kidney affecting the structure (as of the glomerulus or parenchyma) and caused by infection, a degenerative process, or vascular disease.	es	Un síntoma del sistema urinario que se caracteriza por la inflamación aguda o crónica del riñón que afecta a la estructura (como del glomérulo o el parénquima) y está causada por una infección, un proceso degenerativo o una enfermedad vascular.	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	AUTO_APPROVED	certified by Salvador G. Ordorica (ATA #267262)			http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	definition	A symptom of the urinary system characterized by acute or chronic inflammation of the kidney that affects the structure (such as the glomerulus or parenchyma) and is caused by an infection, a degenerative process, or a vascular disease.	Google Translate	2026-02-14	b511ea253a37920	0.765	"- combine_method: mean
- method: translation-comparison
  vs_triager_id: c45e299b611b163
  diff: wordToken[100%]:stopwords
  score: 0.8
- method: backtranslation-comparison
  diff: chr:punct;wordToken[100%]:stemmed|stopwords
  score: 0.73
"	triager	ALGORITHM
SYMP:0000098	IAO:0000115	en	A urinary system symptom that is characterized by the acute or chronic inflammation of the kidney affecting the structure (as of the glomerulus or parenchyma) and caused by infection, a degenerative process, or vascular disease.	es	Un síntoma del sistema urinario que se caracteriza por la inflamación aguda o crónica del riñón que afecta la estructura (como el glomérulo o el parénquima) y es causada por una infección, un proceso degenerativo o una enfermedad vascular.	Google Translate	ALGORITHM	2026-02-14		CANDIDATE										c45e299b611b163				
SYMP:0000098	rdfs:label	en	nephritis	es	nefritis	Alexander Largaespada	PROFESSIONAL_TRANSLATOR	2024-05-21	The Spanish Group LLC (https://thespanishgroup.org/)	AUTO_APPROVED	certified by Salvador G. Ordorica (ATA #267262)			http://purl.obolibrary.org/obo/symp.owl	http://purl.obolibrary.org/obo/symp/releases/2022-11-30/symp.owl	label	nephritis	Google Translate	2026-02-14	878f80223290e9c	1	"- combine_method: mean
- method: translation-comparison
  vs_triager_id: 5808b8906a7eb7f
  diff: exact
  score: 1.0
- method: backtranslation-comparison
  diff: exact
  score: 1.0
"	triager	ALGORITHM
SYMP:0000098	rdfs:label	en	nephritis	es	nefritis	Google Translate	ALGORITHM	2026-02-14		CANDIDATE										5808b8906a7eb7f				
